h,b,T,f
5.73023,0.21279582,100,0
5.35012,0.20878033,100,0
4.91803,0.20495573,100,0
4.42296,0.200855,100,0
3.93611,0.1968761,100,0
3.62500,0.19349144,100,0
3.23286,0.18928333,100,0
2.73492,0.18493724,100,0
2.33249,0.18073528,100,0
1.89424,0.17630684,100,0
1.35253,0.17174186,100,0
0.87142,0.16767837,100,0
0.50305,0.16412851,100,0
0.08745,0.15943261,100,0
-0.40927,0.15499906,100,0
-0.94559,0.149063,100,0
-1.34678,0.14414029,100,0
-1.78191,0.14006745,100,0
-2.14497,0.13567262,100,0
-2.59472,0.13110928,100,0
-3.01576,0.12663657,100,0
-3.42108,0.12232373,100,0
-3.84429,0.11793981,100,0
-4.20448,0.11347335,100,0
-4.64599,0.10898756,100,0
-5.09765,0.10477857,100,0
-5.46605,0.10016968,100,0
-5.75794,0.09663376,100,0
-6.10964,0.09303472,100,0
-6.49080,0.08842795,100,0
-6.85628,0.08401734,100,0
-7.22595,0.07973453,100,0
-7.58359,0.07553199,100,0
-7.94122,0.07129605,100,0
-8.29886,0.06701558,100,0
-8.65650,0.06274067,100,0
-9.01414,0.05841567,100,0
-9.40378,0.05405821,100,0
-9.67702,0.04982913,100,0
-9.93634,0.04710784,100,0
-10.14997,0.04412703,100,0
-10.54403,0.03974289,100,0
-10.83014,0.03535569,100,0
-11.23944,0.0306622,100,0
-11.59707,0.02607558,100,0
-11.95471,0.02145557,100,0
-12.31995,0.01694786,100,0
-12.63025,0.01264067,100,0
-12.92828,0.00842003,100,0
-13.35469,0.00342339,100,0
